location_id,date,temperature,pressure,humidity,cloudy,precipitation
012,2021-09-27,55.58,1041.5258215962442,0.33,FALSE,FALSE
002,2020-03-04,34.88,1028.1455399061033,0.64,TRUE,FALSE
012,2022-04-18,50,1040.856807511737,0.88,FALSE,FALSE
002,2019-01-23,14.18,983.9906103286385,0.55,FALSE,FALSE
012,2022-03-31,43.16,1003.169014084507,1,TRUE,TRUE
005,2021-06-15,63.14,1035.281690140845,0.89,TRUE,FALSE
001,2021-10-08,45.5,1031.4906103286385,0.55,FALSE,FALSE
010,2019-04-12,47.84,1039.0727699530516,0.64,FALSE,FALSE
003,2020-05-12,50.72,985.9976525821596,0.85,FALSE,FALSE
006,2022-01-24,18.86,1006.5140845070423,0,TRUE,FALSE
006,2019-07-08,77.18,1001.161971830986,0.9,TRUE,FALSE
011,2021-10-11,42.44,996.255868544601,1,TRUE,FALSE
001,2022-10-08,57.74,1040.856807511737,0.9,FALSE,FALSE
013,2022-06-20,72.32,988.4507042253521,0.78,FALSE,FALSE
005,2022-04-19,49.46,990.9037558685446,0.95,TRUE,FALSE
007,2022-04-06,32,976.8544600938967,0.87,FALSE,FALSE
002,2021-03-01,38.12,971.5023474178404,0.96,TRUE,TRUE
013,2021-08-10,65.84,1004.0610328638497,0.93,TRUE,TRUE
013,2022-10-08,43.34,989.3427230046948,0.44,FALSE,FALSE
011,2022-01-05,9.32,969.2723004694835,0,FALSE,FALSE
008,2021-03-28,40.82,999.3779342723004,0.62,FALSE,FALSE
009,2020-12-20,14.899999999999999,960.1291079812206,0.82,TRUE,TRUE
011,2019-11-05,30.74,1041.0798122065728,0.97,TRUE,FALSE
008,2019-05-23,53.06,983.3215962441315,0.98,TRUE,TRUE
011,2022-01-28,10.219999999999999,1023.9084507042254,0.61,FALSE,FALSE
007,2019-04-15,41.18,1016.7723004694835,0.79,FALSE,FALSE
003,2020-08-23,79.52,961.0211267605633,0.96,TRUE,TRUE
008,2021-09-25,67.1,959.6830985915493,0.63,FALSE,FALSE
003,2022-03-25,39.56,982.4295774647887,0.95,TRUE,TRUE
013,2019-12-24,20.479999999999997,1042.194835680751,0.47,FALSE,FALSE
004,2019-03-05,33.08,1018.3333333333334,0.93,TRUE,TRUE
001,2022-03-02,28.759999999999998,992.4647887323944,0.9,FALSE,FALSE
009,2020-06-29,72.5,1024.5774647887324,0.75,FALSE,FALSE
005,2020-01-27,7.159999999999997,1034.1666666666667,0.96,TRUE,FALSE
013,2022-05-04,46.4,1023.0164319248827,0.9,FALSE,FALSE
009,2022-05-25,57.019999999999996,961.244131455399,0.65,FALSE,FALSE
005,2020-12-21,20.479999999999997,1009.8591549295775,0.36,FALSE,FALSE
004,2021-12-04,10.759999999999998,988.6737089201878,0.98,TRUE,TRUE
013,2021-09-17,68.72,1008.2981220657277,0.52,FALSE,FALSE
002,2022-03-07,37.58,1039.2957746478874,1,FALSE,FALSE
006,2021-07-15,71.06,978.1924882629108,0.68,TRUE,TRUE
001,2020-01-27,10.759999999999998,1024.3544600938967,0.96,TRUE,FALSE
012,2021-05-06,52.34,1040.6338028169014,1,TRUE,TRUE
009,2020-03-29,30.38,996.4788732394367,0.6,FALSE,FALSE
006,2020-07-04,59.36,985.7746478873239,0.88,FALSE,FALSE
011,2021-12-04,16.52,998.2629107981221,0.21,FALSE,FALSE
007,2021-07-14,70.7,986.443661971831,1,TRUE,FALSE
006,2019-07-03,75.56,965.0352112676056,0.64,FALSE,FALSE
012,2019-11-04,39.56,1035.0586854460093,0.96,TRUE,FALSE
013,2020-06-21,64.75999999999999,1014.5422535211268,0.97,TRUE,TRUE
006,2020-10-12,38.3,1027.9225352112676,0.88,TRUE,FALSE
003,2019-02-27,16.88,1024.5774647887324,0,FALSE,FALSE
005,2022-06-10,64.03999999999999,1034.1666666666667,0.94,FALSE,FALSE
013,2019-08-22,68,1006.5140845070423,0.89,TRUE,FALSE
013,2020-05-24,46.76,1011.1971830985915,0.37,FALSE,FALSE
013,2022-07-20,72.5,963.9201877934272,0.94,TRUE,TRUE
007,2022-07-31,69.98,1004.5070422535211,0.79,FALSE,FALSE
007,2021-05-11,41.54,963.2511737089202,0.59,TRUE,TRUE
004,2022-07-15,71.24000000000001,961.0211267605633,0.9,FALSE,FALSE
005,2020-01-19,11.120000000000001,965.481220657277,0.8,FALSE,FALSE
001,2019-09-06,60.980000000000004,1001.3849765258216,0.44,FALSE,FALSE
005,2019-07-31,58.46,969.0492957746479,0.8,FALSE,FALSE
009,2019-02-03,16.159999999999997,1021.2323943661972,0.84,FALSE,FALSE
001,2021-11-18,32.72,980.868544600939,0.59,TRUE,FALSE
008,2021-01-02,14.899999999999999,961.4671361502348,0.93,TRUE,TRUE
003,2020-11-07,39.56,958.7910798122066,0.75,TRUE,TRUE
005,2021-03-27,23.72,1024.131455399061,0,TRUE,TRUE
012,2020-08-29,80.6,1008.9671361502348,0.9,FALSE,FALSE
003,2020-05-28,59,1014.0962441314554,0.96,TRUE,TRUE
005,2021-03-06,31.28,984.2136150234742,0.95,TRUE,TRUE
013,2022-07-01,80.78,1009.413145539906,0.98,FALSE,FALSE
007,2019-03-12,27.68,1025.6924882629107,0.3,TRUE,FALSE
003,2022-02-03,17.6,980.1995305164319,0.8,TRUE,FALSE
013,2019-10-05,49.1,978.1924882629108,0.9,TRUE,TRUE
001,2021-09-19,60.44,978.4154929577464,0.84,TRUE,TRUE
004,2020-01-13,16.340000000000003,1002.0539906103286,0.89,FALSE,FALSE
010,2019-05-24,58.46,994.9178403755868,0.68,FALSE,FALSE
001,2019-02-10,14.54,990.0117370892019,0.01,FALSE,FALSE
002,2021-11-08,39.56,1032.8286384976525,0.91,TRUE,FALSE
002,2020-05-03,48.56,961.913145539906,0.97,TRUE,TRUE
006,2019-05-11,42.08,1016.5492957746479,0.53,FALSE,FALSE
004,2020-05-28,57.2,983.3215962441315,0.69,TRUE,TRUE
003,2021-05-29,42.26,973.0633802816901,0.81,TRUE,TRUE
002,2021-12-04,14,1044.6478873239437,0.97,TRUE,TRUE
003,2019-07-28,65.12,965.2582159624413,0.94,FALSE,FALSE
002,2019-02-10,17.6,1033.4976525821596,0,FALSE,FALSE
007,2021-03-07,18.86,1003.3920187793427,0.08,FALSE,FALSE
007,2020-09-11,50.18,1049.5539906103286,0.76,TRUE,FALSE
012,2020-03-17,39.92,987.3356807511738,0.71,TRUE,TRUE
007,2022-05-17,44.96,1029.4835680751173,0.48,FALSE,FALSE
012,2019-02-25,23.9,979.5305164319249,0.41,TRUE,TRUE
003,2020-03-10,24.98,997.593896713615,0.58,FALSE,FALSE
009,2020-11-11,41.54,1019.8943661971831,0.42,TRUE,TRUE
013,2021-05-27,51.44,1035.7276995305165,0.55,FALSE,FALSE
006,2022-08-21,56.480000000000004,1009.1901408450705,0.52,FALSE,FALSE
013,2019-07-19,66.38,967.0422535211268,0.58,FALSE,FALSE
006,2021-01-13,14,959.2370892018779,0.88,TRUE,TRUE
004,2022-05-28,44.24,1015.4342723004695,0.9,FALSE,FALSE
002,2021-03-29,24.08,1023.0164319248827,1,TRUE,TRUE
007,2020-10-13,46.4,985.1056338028169,0.75,TRUE,FALSE
004,2020-10-05,37.4,972.1713615023474,0.83,TRUE,TRUE
002,2022-07-18,80.6,985.1056338028169,0.95,FALSE,FALSE
008,2020-09-03,55.22,983.5446009389672,0.96,FALSE,FALSE
012,2021-04-02,53.42,1036.8427230046948,0.64,FALSE,FALSE
004,2020-11-18,32.18,976.631455399061,0.8,TRUE,TRUE
008,2020-11-19,37.4,1035.0586854460093,0.99,TRUE,TRUE
013,2022-02-06,21.92,985.1056338028169,0.79,FALSE,FALSE
009,2019-05-06,62.06,1030.8215962441313,0.71,FALSE,FALSE
011,2019-03-10,29.66,995.3638497652582,0.98,FALSE,FALSE
004,2022-02-07,16.52,1035.281690140845,0,FALSE,FALSE
009,2021-03-11,32.18,1012.0892018779343,0.81,FALSE,FALSE
010,2019-06-20,74.30000000000001,1046.8779342723005,0.93,TRUE,TRUE
008,2020-02-08,17.240000000000002,1031.044600938967,0.89,TRUE,FALSE
001,2019-03-02,30.2,995.586854460094,0.94,TRUE,TRUE
008,2020-03-30,31.1,1006.9600938967136,0.11,FALSE,FALSE
007,2020-02-19,8.240000000000002,990.6807511737089,0.11,FALSE,FALSE
001,2019-11-22,40.46,961.0211267605633,0.99,TRUE,TRUE
002,2022-01-24,5,1031.044600938967,0,FALSE,FALSE
010,2021-10-05,47.480000000000004,993.3568075117371,0.94,FALSE,FALSE
001,2019-03-30,33.44,971.7253521126761,0.98,TRUE,FALSE
006,2020-01-01,6.440000000000001,974.4014084507043,0,TRUE,TRUE
002,2022-03-12,27.32,1046.8779342723005,0.84,FALSE,FALSE
004,2021-12-09,19.4,968.8262910798122,0.3,TRUE,TRUE
008,2022-10-12,56.480000000000004,998.0399061032864,0.85,TRUE,FALSE
003,2020-01-29,21.740000000000002,955,0.86,TRUE,TRUE
001,2021-05-15,55.040000000000006,1004.2840375586854,0.7,FALSE,FALSE
001,2022-06-22,69.62,1027.030516431925,0.66,FALSE,FALSE
009,2020-05-06,57.74,990.2347417840375,1,TRUE,TRUE
010,2021-08-14,75.74000000000001,972.6173708920188,1,FALSE,FALSE
011,2022-03-17,32.18,971.7253521126761,0.89,FALSE,FALSE
012,2020-11-21,43.7,993.8028169014085,0.41,TRUE,TRUE
013,2022-03-30,33.44,971.9483568075117,0.51,TRUE,TRUE
001,2020-10-05,43.879999999999995,1022.3474178403756,0.88,TRUE,FALSE
012,2021-09-26,74.48,990.6807511737089,0.51,FALSE,FALSE
006,2019-12-25,23.9,992.2417840375587,0.39,FALSE,FALSE
006,2021-11-12,37.04,978.4154929577464,0.85,TRUE,TRUE
010,2019-02-23,20.479999999999997,970.387323943662,0.63,FALSE,FALSE
006,2019-03-06,32.18,1003.169014084507,0.35,FALSE,FALSE
004,2022-07-24,67.1,980.6455399061033,0.9,FALSE,FALSE
012,2020-07-25,79.52,996.7018779342723,0.7,FALSE,FALSE
013,2020-11-17,33.44,1019.8943661971831,0.22,FALSE,FALSE
002,2022-10-19,48.56,965.2582159624413,0.83,TRUE,TRUE
013,2020-08-10,73.58000000000001,978.6384976525821,0.83,TRUE,TRUE
003,2019-10-21,56.120000000000005,1027.030516431925,0.99,TRUE,FALSE
003,2021-05-16,41.9,1026.5845070422536,0.65,FALSE,FALSE
003,2022-02-08,10.04,1014.9882629107981,0.77,FALSE,FALSE
009,2021-09-22,60.26,1012.3122065727699,0.86,TRUE,FALSE
011,2019-04-23,51.26,999.6009389671361,0.77,FALSE,FALSE
001,2021-04-27,49.82,998.2629107981221,0.97,TRUE,FALSE
006,2020-08-14,61.16,993.8028169014085,0.76,TRUE,FALSE
012,2019-07-05,82.4,987.7816901408451,0.87,TRUE,FALSE
006,2022-09-07,54.68,1030.1525821596244,0.44,FALSE,FALSE
007,2020-09-13,48.2,984.6596244131456,0.87,FALSE,FALSE
009,2019-10-28,57.56,1020.3403755868544,0.86,FALSE,TRUE
005,2021-04-02,46.58,1037.0657276995305,1,TRUE,FALSE
007,2021-01-25,15.079999999999998,1012.7582159624413,0.98,TRUE,FALSE
002,2019-03-24,35.78,983.3215962441315,0.8,TRUE,FALSE
001,2020-06-07,67.82,975.0704225352113,0.72,TRUE,TRUE
005,2021-11-24,23.54,1029.0375586854461,0.7,FALSE,FALSE
004,2019-08-02,57.74,1026.8075117370893,0.61,FALSE,FALSE
011,2020-11-19,27.32,1021.9014084507043,0.19,FALSE,FALSE
013,2021-01-29,6.800000000000001,977.7464788732394,0.31,FALSE,FALSE
006,2019-05-26,55.58,988.4507042253521,0.45,FALSE,FALSE
011,2019-11-26,29.66,974.62441314554,0.24,TRUE,TRUE
008,2020-08-25,75.02,963.4741784037559,0.99,FALSE,FALSE
013,2019-08-13,58.28,1027.9225352112676,0.97,FALSE,FALSE
008,2019-09-15,65.48,964.1431924882629,0.97,FALSE,FALSE
001,2020-03-02,36.32,990.4577464788732,0.52,FALSE,FALSE
007,2020-08-04,67.82,1033.7206572769953,0.93,TRUE,FALSE
009,2022-05-14,47.66,964.5892018779343,0.95,FALSE,FALSE
007,2020-08-12,66.2,996.0328638497652,0.74,FALSE,FALSE
012,2021-08-07,62.6,970.1643192488262,0.89,FALSE,TRUE
002,2020-10-11,38.12,965.0352112676056,0.99,TRUE,FALSE
001,2020-11-13,26.060000000000002,995.8098591549295,1,TRUE,TRUE
007,2021-08-29,69.25999999999999,989.1197183098592,0.96,TRUE,FALSE
004,2020-06-16,65.48,1002.9460093896714,0.9,TRUE,TRUE
001,2021-02-24,13.099999999999998,1037.2887323943662,0.06,FALSE,FALSE
012,2022-10-11,49.82,1004.7300469483569,0.58,FALSE,FALSE
011,2020-11-16,38.84,1023.2394366197183,0.84,TRUE,FALSE
003,2019-03-18,28.58,994.9178403755868,0.69,TRUE,TRUE
012,2019-09-19,61.519999999999996,1027.6995305164319,0.96,TRUE,FALSE
010,2019-12-05,17.78,1043.086854460094,0,TRUE,FALSE
013,2020-12-10,17.06,1023.0164319248827,0.08,TRUE,FALSE
007,2019-05-27,41.72,971.5023474178404,0.99,TRUE,TRUE
002,2019-12-25,23,1029.9295774647887,0.54,TRUE,FALSE
004,2019-01-01,1.759999999999998,997.8169014084507,0.98,TRUE,TRUE
011,2022-09-01,66.92,970.387323943662,0.72,FALSE,FALSE
011,2021-01-19,17.240000000000002,1039.2957746478874,0,FALSE,FALSE
013,2019-07-27,73.58000000000001,976.8544600938967,0.84,FALSE,FALSE
002,2019-11-07,36.86,999.1549295774648,0.3,TRUE,TRUE
010,2022-04-24,38.3,1045.093896713615,0.15,FALSE,FALSE
007,2021-10-29,42.26,1040.856807511737,0.63,TRUE,FALSE
013,2021-12-06,17.42,993.1338028169014,0.64,TRUE,TRUE
007,2019-07-12,61.88,982.206572769953,0.92,FALSE,FALSE
009,2019-12-03,26.42,962.5821596244132,0.73,TRUE,TRUE
010,2022-01-08,22.64,994.9178403755868,0,TRUE,TRUE
006,2020-09-30,47.120000000000005,975.293427230047,0.89,TRUE,TRUE
012,2022-07-19,76.1,964.5892018779343,0.83,FALSE,FALSE
012,2020-03-10,38.84,990.6807511737089,0,FALSE,TRUE
002,2019-11-22,38.66,1036.3967136150234,0.59,TRUE,FALSE
009,2021-11-18,33.98,959.4600938967136,0.88,TRUE,TRUE
008,2022-05-28,60.26,1031.4906103286385,0.91,TRUE,FALSE
009,2021-01-16,16.340000000000003,1034.612676056338,0,FALSE,FALSE
011,2021-11-09,37.76,998.9319248826291,0.67,TRUE,TRUE
012,2020-04-13,49.82,981.7605633802817,0.98,FALSE,FALSE
005,2021-07-11,62.42,1030.8215962441313,0.99,FALSE,FALSE
006,2021-01-03,18.68,1002.5,0.73,TRUE,FALSE
002,2021-02-15,21.92,959.906103286385,0.86,TRUE,TRUE
010,2020-04-20,43.7,976.4084507042254,0.32,FALSE,FALSE
004,2022-05-05,49.28,968.6032863849765,0.87,TRUE,TRUE
006,2019-06-03,62.42,997.1478873239437,0.92,FALSE,FALSE
001,2019-12-22,22.82,1009.1901408450705,0.67,TRUE,TRUE
007,2022-07-28,57.56,1029.4835680751173,0.49,FALSE,FALSE
009,2022-05-17,55.76,973.5093896713615,0.77,FALSE,FALSE
007,2021-03-04,29.48,1045.3169014084508,0.74,FALSE,FALSE
007,2021-03-31,30.38,976.631455399061,0.96,TRUE,TRUE
001,2020-12-30,24.439999999999998,1013.2042253521126,0.95,TRUE,FALSE
009,2022-07-22,74.84,1020.3403755868544,0.98,TRUE,FALSE
003,2020-02-08,23.9,955,0.56,FALSE,FALSE
009,2021-06-12,67.82,993.8028169014085,0.73,FALSE,FALSE
013,2020-09-10,66.38,983.0985915492957,1,TRUE,FALSE
010,2022-02-18,23.72,964.5892018779343,0.5,FALSE,FALSE
006,2019-06-05,66.02,1030.1525821596244,0.83,TRUE,TRUE
009,2021-08-03,75.02,1030.5985915492959,0.95,TRUE,FALSE
002,2022-06-30,65.12,1042.4178403755868,0.96,FALSE,FALSE
006,2019-09-18,53.96,963.6971830985915,0.68,TRUE,FALSE
001,2022-08-03,61.34,1010.0821596244132,1,TRUE,TRUE
012,2021-05-18,58.46,1007.1830985915493,0.97,FALSE,FALSE
009,2019-12-13,13.64,960.3521126760563,0.97,TRUE,TRUE
010,2021-04-21,55.76,986.8896713615023,0.5,FALSE,FALSE
009,2022-07-30,73.03999999999999,1014.0962441314554,0.79,TRUE,FALSE
010,2021-01-19,17.240000000000002,1045.9859154929577,0.99,TRUE,FALSE
001,2019-07-22,68.18,1017.4413145539907,0.81,FALSE,FALSE
012,2019-05-09,66.56,977.5234741784037,0.76,FALSE,FALSE
001,2019-04-14,37.04,1040.6338028169014,0.67,FALSE,FALSE
005,2021-11-02,26.24,990.9037558685446,0.11,FALSE,FALSE
010,2019-11-04,43.16,1017.6643192488262,0.96,TRUE,TRUE
004,2019-01-07,3.9200000000000017,974.1784037558685,0,FALSE,FALSE
005,2020-02-20,5.719999999999999,965.7042253521126,0.81,TRUE,TRUE
005,2020-12-08,18.32,1039.518779342723,0.94,TRUE,FALSE
009,2022-07-03,76.82,962.1361502347418,0.6,FALSE,FALSE
012,2019-08-08,62.96,1031.9366197183099,0.87,FALSE,FALSE
007,2019-07-09,68.18,970.8333333333334,0.94,FALSE,FALSE
004,2019-06-20,74.84,978.1924882629108,0.99,TRUE,TRUE
013,2019-03-22,31.82,963.6971830985915,0.65,FALSE,FALSE
006,2020-12-16,12.379999999999999,1001.3849765258216,0.8,TRUE,TRUE
005,2020-03-16,30.74,1016.3262910798122,0.89,TRUE,TRUE
010,2021-01-21,18.68,962.5821596244132,0.8,FALSE,FALSE
004,2021-06-13,64.75999999999999,1007.406103286385,0.63,FALSE,FALSE
002,2021-07-28,63.86,1014.0962441314554,0.94,TRUE,TRUE
007,2021-04-17,31.28,1039.518779342723,0.57,TRUE,FALSE
009,2022-08-31,50.900000000000006,961.244131455399,1,TRUE,TRUE
009,2021-02-07,12.379999999999999,977.5234741784037,0,TRUE,TRUE
005,2020-01-30,5.719999999999999,964.8122065727699,0.52,FALSE,FALSE
013,2019-09-29,62.6,964.1431924882629,1,TRUE,TRUE
004,2020-02-01,14.899999999999999,1012.7582159624413,0.87,FALSE,FALSE
006,2020-04-26,42.620000000000005,964.3661971830986,0.88,FALSE,FALSE
005,2022-05-01,54.5,1006.7370892018779,0.63,FALSE,FALSE
012,2022-10-07,41.9,1041.3028169014085,0.38,FALSE,FALSE
003,2021-04-30,52.7,1013.4272300469484,0.97,FALSE,FALSE
013,2019-05-12,53.42,992.6877934272301,0.54,TRUE,TRUE
005,2021-04-27,28.759999999999998,1023.462441314554,0.51,FALSE,FALSE
002,2020-10-02,40.46,971.7253521126761,0.91,TRUE,TRUE
006,2021-10-28,45.32,991.7957746478874,0.5,FALSE,FALSE
005,2020-10-19,46.58,1027.2535211267605,0.95,FALSE,FALSE
002,2019-01-07,21.02,974.4014084507043,0.58,FALSE,FALSE
002,2019-12-04,17.6,1028.8145539906104,0.78,TRUE,FALSE
013,2021-12-17,19.58,973.7323943661971,0.27,TRUE,TRUE
001,2019-07-23,67.1,1001.161971830986,0.98,TRUE,TRUE
005,2022-03-06,28.04,1002.0539906103286,0.74,TRUE,TRUE
008,2020-06-05,68.72,1020.5633802816901,0.92,FALSE,FALSE
012,2019-02-05,13.099999999999998,1028.368544600939,0,FALSE,FALSE
011,2021-04-21,41.72,1018.1103286384977,0.75,TRUE,FALSE
010,2019-01-18,15.98,1036.3967136150234,0.69,FALSE,FALSE
004,2019-11-09,24.259999999999998,978.6384976525821,0.81,TRUE,TRUE
009,2020-05-25,47.120000000000005,1008.9671361502348,0.9,FALSE,FALSE
012,2021-03-26,36.32,959.6830985915493,0.38,FALSE,FALSE
005,2022-09-12,63.5,982.6525821596244,0.81,TRUE,FALSE
011,2020-06-27,63.14,970.1643192488262,0.51,FALSE,FALSE
005,2020-09-09,62.96,1002.9460093896714,0.95,FALSE,FALSE
010,2019-10-13,44.42,1045.9859154929577,0.95,TRUE,FALSE
001,2019-03-16,33.08,961.244131455399,0.57,FALSE,FALSE
005,2021-06-29,57.379999999999995,973.5093896713615,0.97,TRUE,TRUE
009,2021-03-06,20.479999999999997,1017.887323943662,0.51,FALSE,FALSE
005,2022-09-14,57.2,970.387323943662,0.97,TRUE,TRUE
011,2020-06-20,67.28,1025.6924882629107,0.98,TRUE,FALSE
003,2021-05-15,68,993.5798122065728,0.82,TRUE,TRUE
012,2020-12-09,28.4,963.6971830985915,0.66,TRUE,TRUE
013,2020-04-13,44.78,975.7394366197183,0.83,TRUE,TRUE
008,2020-04-05,42.620000000000005,1017.4413145539907,0.94,TRUE,TRUE
013,2019-02-16,17.78,1008.075117370892,0.28,TRUE,TRUE
011,2020-08-24,61.519999999999996,1041.5258215962442,0.39,FALSE,FALSE
013,2019-08-29,70.34,1012.5352112676056,0.88,TRUE,FALSE
010,2020-12-19,23.9,1019.0023474178404,0.93,TRUE,TRUE
007,2020-11-06,30.56,982.4295774647887,0.37,TRUE,TRUE
009,2020-04-07,48.379999999999995,1043.7558685446008,1,TRUE,FALSE
005,2020-11-17,33.08,972.6173708920188,0.85,TRUE,TRUE
004,2020-03-25,36.14,974.4014084507043,0.72,FALSE,FALSE
002,2020-06-26,74.48,971.9483568075117,0.92,TRUE,TRUE
010,2022-10-18,45.86,973.7323943661971,0.93,TRUE,TRUE
012,2021-07-03,82.22,1014.5422535211268,0.6,FALSE,FALSE
006,2019-08-09,58.82,977.3004694835681,0.93,FALSE,FALSE
002,2020-03-25,24.98,960.1291079812206,0.95,TRUE,TRUE
006,2019-05-27,53.06,1006.5140845070423,0.88,FALSE,FALSE
013,2020-12-28,21.02,1029.2605633802816,0.5,FALSE,FALSE
013,2021-06-19,57.019999999999996,977.9694835680751,0.89,TRUE,TRUE
008,2020-06-07,71.6,959.2370892018779,0.92,TRUE,TRUE
007,2021-05-14,43.52,1019.4483568075118,0.49,FALSE,FALSE
012,2021-07-10,77.18,958.5680751173709,0.81,TRUE,TRUE
009,2021-11-06,44.96,980.1995305164319,0.74,TRUE,TRUE
001,2021-01-28,7.34,1037.2887323943662,0,FALSE,FALSE
008,2022-06-14,59,960.3521126760563,0.93,FALSE,FALSE
